fuel,aspiration,num,drivewheels,enginelocation,wheel,length,width,height,curbweight,engine,horsepower,peakrpm,citympg,highwaympg,price
1,1,4,1,1,97.3,171.7,65.5,55.7,2264,97,52,4800,37,46,9495
0,0,4,1,1,97.3,171.7,65.5,55.7,2212,109,85,5250,27,34,9995
0,0,2,1,1,97.3,171.7,65.5,55.7,2275,109,85,5250,27,34,11595
0,0,2,1,1,97.3,171.7,65.5,55.7,2319,97,68,4500,37,42,9980
0,0,4,1,1,97.3,171.7,65.5,55.7,2300,109,100,5500,26,32,13295
1,1,4,1,1,94.5,159.3,64.2,55.6,2254,109,90,5500,24,29,13845
0,0,4,1,1,94.5,165.7,64,51.4,2221,109,90,5500,24,29,12290
0,0,4,0,1,100.4,180.2,66.9,55.1,2661,136,110,5500,19,24,12940
0,0,4,0,1,100.4,180.2,66.9,55.1,2579,97,68,4500,33,38,13415
0,0,4,0,1,100.4,183.1,66.9,55.1,2563,109,88,5500,25,31,15985
0,0,4,0,1,104.3,188.8,67.2,56.2,2912,141,114,5400,23,28,16515
0,1,4,0,1,104.3,188.8,67.2,57.5,3034,141,114,5400,23,28,18420
0,1,4,0,1,104.3,188.8,67.2,56.2,2935,141,114,5400,24,28,18950
0,0,4,0,1,104.3,188.8,67.2,57.5,3042,141,114,5400,24,28,16845
0,1,4,0,1,104.3,188.8,67.2,56.2,3045,130,162,5100,17,22,19045
0,0,4,0,1,104.3,188.8,67.2,57.5,3157,130,162,5100,17,22,21485
1,1,4,0,1,109.1,188.8,68.9,55.5,2952,141,114,5400,23,28,22470
0,1,4,0,1,109.1,188.8,68.8,55.5,3049,141,160,5300,19,25,22625
0,1,4,0,1,109.1,188.8,68.9,55.5,3012,173,134,5500,18,23,22625
